testament,verse id,book number,book,chapter,verse,text
OT,15,1,创世记,1,15,并 要 发 光 在 天 空 ， 普 照 在 地 上 。 事 就 这 样 成 了 。
OT,16,1,创世记,1,16,於 是 　 神 造 了 两 个 大 光 ， 大 的 管 昼 ， 小 的 管 夜 ， 又 造 众 星 ，
OT,17,1,创世记,1,17,就 把 这 些 光 摆 列 在 天 空 ， 普 照 在 地 上 ，
OT,18,1,创世记,1,18,管 理 昼 夜 ， 分 别 明 暗 。 　 神 看 着 是 好 的 。
OT,19,1,创世记,1,19,有 晚 上 ， 有 早 晨 ， 是 第 四 日 。
OT,20,1,创世记,1,20,　 神 说 ： 水 要 多 多 滋 生 有 生 命 的 物 ； 要 有 雀 鸟 飞 在 地 面 以 上 ， 天 空 之 中 。
OT,21,1,创世记,1,21,　 神 就 造 出 大 鱼 和 水 中 所 滋 生 各 样 有 生 命 的 动 物 ， 各 从 其 类 ； 又 造 出 各 样 飞 鸟 ， 各 从 其 类 。 　 神 看 着 是 好 的 。
OT,22,1,创世记,1,22,　 神 就 赐 福 给 这 一 切 ， 说 ： 滋 生 繁 多 ， 充 满 海 中 的 水 ； 雀 鸟 也 要 多 生 在 地 上 。
OT,23,1,创世记,1,23,有 晚 上 ， 有 早 晨 ， 是 第 五 日 。
OT,24,1,创世记,1,24,　 神 说 ： 地 要 生 出 活 物 来 ， 各 从 其 类 ； 牲 畜 、 昆 虫 、 地 上 的 野 兽 ， 各 从 其 类 。 事 就 这 样 成 了 。
OT,25,1,创世记,1,25,於 是 　 神 造 出 野 兽 ， 各 从 其 类 ； 牲 畜 ， 各 从 其 类 ； 地 上 一 切 昆 虫 ， 各 从 其 类 。 　 神 看 着 是 好 的 。
OT,26,1,创世记,1,26,　 神 说 ： 我 们 要 照 着 我 们 的 形 像 、 按 着 我 们 的 样 式 造 人 ， 使 他 们 管 理 海 里 的 鱼 、 空 中 的 鸟 、 地 上 的 牲 畜 ， 和 全 地 ， 并 地 上 所 爬 的 一 切 昆 虫 。
OT,27,1,创世记,1,27,　 神 就 照 着 自 己 的 形 像 造 人 ， 乃 是 照 着 他 的 形 像 造 男 造 女 。
OT,28,1,创世记,1,28,　 神 就 赐 福 给 他 们 ， 又 对 他 们 说 ： 要 生 养 众 多 ， 遍 满 地 面 ， 治 理 这 地 ， 也 要 管 理 海 里 的 鱼 、 空 中 的 鸟 ， 和 地 上 各 样 行 动 的 活 物 。
OT,29,1,创世记,1,29,　 神 说 ： 看 哪 ， 我 将 遍 地 上 一 切 结 种 子 的 菜 蔬 和 一 切 树 上 所 结 有 核 的 果 子 全 赐 给 你 们 作 食 物 。
OT,30,1,创世记,1,30,至 於 地 上 的 走 兽 和 空 中 的 飞 鸟 ， 并 各 样 爬 在 地 上 有 生 命 的 物 ， 我 将 青 草 赐 给 他 们 作 食 物 。 事 就 这 样 成 了 。
OT,31,1,创世记,1,31,　 神 看 着 一 切 所 造 的 都 甚 好 。 有 晚 上 ， 有 早 晨 ， 是 第 六 日 。
OT,32,1,创世记,2,1,天 地 万 物 都 造 齐 了 。
OT,33,1,创世记,2,2,到 第 七 日 ， 　 神 造 物 的 工 已 经 完 毕 ， 就 在 第 七 日 歇 了 他 一 切 的 工 ， 安 息 了 。
OT,34,1,创世记,2,3,　 神 赐 福 给 第 七 日 ， 定 为 圣 日 ； 因 为 在 这 日 ， 　 神 歇 了 他 一 切 创 造 的 工 ， 就 安 息 了 。
OT,35,1,创世记,2,4,创 造 天 地 的 来 历 ， 在 耶 和 华 　 神 造 天 地 的 日 子 ， 乃 是 这 样 ，
OT,36,1,创世记,2,5,野 地 还 没 有 草 木 ， 田 间 的 菜 蔬 还 没 有 长 起 来 ； 因 为 耶 和 华 　 神 还 没 有 降 雨 在 地 上 ， 也 没 有 人 耕 地 ，
OT,37,1,创世记,2,6,但 有 雾 气 从 地 上 腾 ， 滋 润 遍 地 。
OT,38,1,创世记,2,7,耶 和 华 　 神 用 地 上 的 尘 土 造 人 ， 将 生 气 吹 在 他 鼻 孔 里 ， 他 就 成 了 有 灵 的 活 人 ， 名 叫 亚 当 。
OT,39,1,创世记,2,8,耶 和 华 　 神 在 东 方 的 伊 甸 立 了 一 个 园 子 ， 把 所 造 的 人 安 置 在 那 里 。
OT,40,1,创世记,2,9,耶 和 华 　 神 使 各 样 的 树 从 地 里 长 出 来 ， 可 以 悦 人 的 眼 目 ， 其 上 的 果 子 好 作 食 物 。 园 子 当 中 又 有 生 命 树 和 分 别 善 恶 的 树 。
OT,41,1,创世记,2,10,有 河 从 伊 甸 流 出 来 ， 滋 润 那 园 子 ， 从 那 里 分 为 四 道 ：
OT,42,1,创世记,2,11,第 一 道 名 叫 比 逊 ， 就 是 环 绕 哈 腓 拉 全 地 的 。 在 那 里 有 金 子 ，
OT,43,1,创世记,2,12,并 且 那 地 的 金 子 是 好 的 ； 在 那 里 又 有 珍 珠 和 红 玛 瑙 。
OT,44,1,创世记,2,13,第 二 道 河 名 叫 基 训 ， 就 是 环 绕 古 实 全 地 的 。
OT,45,1,创世记,2,14,第 三 道 河 名 叫 底 格 里 斯 ， 流 在 亚 述 的 东 边 。 第 四 道 河 就 是 伯 拉 河 。
OT,46,1,创世记,2,15,耶 和 华 　 神 将 那 人 安 置 在 伊 甸 园 ， 使 他 修 理 ， 看 守 。
OT,47,1,创世记,2,16,耶 和 华 　 神 吩 咐 他 说 ： 园 中 各 样 树 上 的 果 子 ， 你 可 以 随 意 吃 ，
OT,48,1,创世记,2,17,只 是 分 别 善 恶 树 上 的 果 子 ， 你 不 可 吃 ， 因 为 你 吃 的 日 子 必 定 死 ！
OT,49,1,创世记,2,18,耶 和 华 　 神 说 ： 那 人 独 居 不 好 ， 我 要 为 他 造 一 个 配 偶 帮 助 他 。
OT,50,1,创世记,2,19,耶 和 华 　 神 用 土 所 造 成 的 野 地 各 样 走 兽 和 空 中 各 样 飞 鸟 都 带 到 那 人 面 前 ， 看 他 叫 甚 麽 。 那 人 怎 样 叫 各 样 的 活 物 ， 那 就 是 他 的 名 字 。
OT,51,1,创世记,2,20,那 人 便 给 一 切 牲 畜 和 空 中 飞 鸟 、 野 地 走 兽 都 起 了 名 ； 只 是 那 人 没 有 遇 见 配 偶 帮 助 他 。
OT,52,1,创世记,2,21,耶 和 华 　 神 使 他 沉 睡 ， 他 就 睡 了 ； 於 是 取 下 他 的 一 条 肋 骨 ， 又 把 肉 合 起 来 。
OT,53,1,创世记,2,22,耶 和 华 　 神 就 用 那 人 身 上 所 取 的 肋 骨 造 成 一 个 女 人 ， 领 他 到 那 人 跟 前 。
OT,54,1,创世记,2,23,那 人 说 ： 这 是 我 骨 中 的 骨 ， 肉 中 的 肉 ， 可 以 称 他 为 女 人 ， 因 为 他 是 从 男 人 身 上 取 出 来 的 。
OT,55,1,创世记,2,24,因 此 ， 人 要 离 开 父 母 ， 与 妻 子 连 合 ， 二 人 成 为 一 体 。
OT,56,1,创世记,2,25,当 时 夫 妻 二 人 赤 身 露 体 ， 并 不 羞 耻 。
OT,57,1,创世记,3,1,耶 和 华 　 神 所 造 的 ， 惟 有 蛇 比 田 野 一 切 的 活 物 更 狡 猾 。 蛇 对 女 人 说 ： 　 神 岂 是 真 说 不 许 你 们 吃 园 中 所 有 树 上 的 果 子 麽 ？
OT,58,1,创世记,3,2,女 人 对 蛇 说 ： 园 中 树 上 的 果 子 ， 我 们 可 以 吃 ，
OT,59,1,创世记,3,3,惟 有 园 当 中 那 棵 树 上 的 果 子 ， 　 神 曾 说 ： 你 们 不 可 吃 ， 也 不 可 摸 ， 免 得 你 们 死 。
OT,60,1,创世记,3,4,蛇 对 女 人 说 ： 你 们 不 一 定 死 ；
OT,61,1,创世记,3,5,因 为 　 神 知 道 ， 你 们 吃 的 日 子 眼 睛 就 明 亮 了 ， 你 们 便 如 神 能 知 道 善 恶 。
OT,62,1,创世记,3,6,於 是 女 人 见 那 棵 树 的 果 子 好 作 食 物 ， 也 悦 人 的 眼 目 ， 且 是 可 喜 爱 的 ， 能 使 人 有 智 慧 ， 就 摘 下 果 子 来 吃 了 ， 又 给 他 丈 夫 ， 他 丈 夫 也 吃 了 。
OT,63,1,创世记,3,7,他 们 二 人 的 眼 睛 就 明 亮 了 ， 才 知 道 自 己 是 赤 身 露 体 ， 便 拿 无 花 果 树 的 叶 子 为 自 己 编 作 裙 子 。
OT,64,1,创世记,3,8,天 起 了 凉 风 ， 耶 和 华 　 神 在 园 中 行 走 。 那 人 和 他 妻 子 听 见 　 神 的 声 音 ， 就 藏 在 园 里 的 树 木 中 ， 躲 避 耶 和 华 　 神 的 面 。
OT,65,1,创世记,3,9,耶 和 华 　 神 呼 唤 那 人 ， 对 他 说 ： 你 在 那 里 ？
OT,66,1,创世记,3,10,他 说 ： 我 在 园 中 听 见 你 的 声 音 ， 我 就 害 怕 ； 因 为 我 赤 身 露 体 ， 我 便 藏 了 。
OT,67,1,创世记,3,11,耶 和 华 说 ： 谁 告 诉 你 赤 身 露 体 呢 ？ 莫 非 你 吃 了 我 吩 咐 你 不 可 吃 的 那 树 上 的 果 子 吗 ？
OT,68,1,创世记,3,12,那 人 说 ： 你 所 赐 给 我 与 我 同 居 的 女 人 ， 他 把 那 树 上 的 果 子 给 我 ， 我 就 吃 了 。
OT,69,1,创世记,3,13,耶 和 华 　 神 对 女 人 说 ： 你 作 的 是 甚 麽 事 呢 ？ 女 人 说 ： 那 蛇 引 诱 我 ， 我 就 吃 了 。
OT,70,1,创世记,3,14,耶 和 华 　 神 对 蛇 说 ： 你 既 作 了 这 事 ， 就 必 受 咒 诅 ， 比 一 切 的 牲 畜 野 兽 更 甚 。 你 必 用 肚 子 行 走 ， 终 身 吃 土 。
OT,71,1,创世记,3,15,我 又 要 叫 你 和 女 人 彼 此 为 仇 ； 你 的 後 裔 和 女 人 的 後 裔 也 彼 此 为 仇 。 女 人 的 後 裔 要 伤 你 的 头 ； 你 要 伤 他 的 脚 跟 。
OT,72,1,创世记,3,16,又 对 女 人 说 ： 我 必 多 多 加 增 你 怀 胎 的 苦 楚 ； 你 生 产 儿 女 必 多 受 苦 楚 。 你 必 恋 慕 你 丈 夫 ； 你 丈 夫 必 管 辖 你 。
OT,73,1,创世记,3,17,又 对 亚 当 说 ： 你 既 听 从 妻 子 的 话 ， 吃 了 我 所 吩 咐 你 不 可 吃 的 那 树 上 的 果 子 ， 地 必 为 你 的 缘 故 受 咒 诅 ； 你 必 终 身 劳 苦 才 能 从 地 里 得 吃 的 。
OT,74,1,创世记,3,18,地 必 给 你 长 出 荆 棘 和 蒺 藜 来 ； 你 也 要 吃 田 间 的 菜 蔬 。
OT,75,1,创世记,3,19,你 必 汗 流 满 面 才 得 糊 口 ， 直 到 你 归 了 土 ， 因 为 你 是 从 土 而 出 的 。 你 本 是 尘 土 ， 仍 要 归 於 尘 土 。
OT,76,1,创世记,3,20,亚 当 给 他 妻 子 起 名 叫 夏 娃 ， 因 为 他 是 众 生 之 母 。
OT,77,1,创世记,3,21,耶 和 华 　 神 为 亚 当 和 他 妻 子 用 皮 子 作 衣 服 给 他 们 穿 。
OT,78,1,创世记,3,22,耶 和 华 　 神 说 ： 那 人 已 经 与 我 们 相 似 ， 能 知 道 善 恶 ； 现 在 恐 怕 他 伸 手 又 摘 生 命 树 的 果 子 吃 ， 就 永 远 活 着 。
OT,79,1,创世记,3,23,耶 和 华 　 神 便 打 发 他 出 伊 甸 园 去 ， 耕 种 他 所 自 出 之 土 。
OT,80,1,创世记,3,24,於 是 把 他 赶 出 去 了 ； 又 在 伊 甸 园 的 东 边 安 设 基 路 伯 和 四 面 转 动 发 火 焰 的 剑 ， 要 把 守 生 命 树 的 道 路 。
OT,81,1,创世记,4,1,有 一 日 ， 那 人 和 他 妻 子 夏 娃 同 房 ， 夏 娃 就 怀 孕 ， 生 了 该 隐 ( 就 是 得 的 意 思 ) ， 便 说 ： 耶 和 华 使 我 得 了 一 个 男 子 。
OT,82,1,创世记,4,2,又 生 了 该 隐 的 兄 弟 亚 伯 。 亚 伯 是 牧 羊 的 ； 该 隐 是 种 地 的 。
OT,83,1,创世记,4,3,有 一 日 ， 该 隐 拿 地 里 的 出 产 为 供 物 献 给 耶 和 华
OT,84,1,创世记,4,4,亚 伯 也 将 他 羊 群 中 头 生 的 和 羊 的 脂 油 献 上 。 耶 和 华 看 中 了 亚 伯 和 他 的 供 物 ，
OT,85,1,创世记,4,5,只 是 看 不 中 该 隐 和 他 的 供 物 。 该 隐 就 大 大 的 发 怒 ， 变 了 脸 色 。
OT,86,1,创世记,4,6,耶 和 华 对 该 隐 说 ： 你 为 甚 麽 发 怒 呢 ？ 你 为 甚 麽 变 了 脸 色 呢 ？
OT,87,1,创世记,4,7,你 若 行 得 好 ， 岂 不 蒙 悦 纳 ？ 你 若 行 得 不 好 ， 罪 就 伏 在 门 前 。 他 必 恋 慕 你 ， 你 却 要 制 伏 他 。
OT,88,1,创世记,4,8,该 隐 与 他 兄 弟 亚 伯 说 话 ； 二 人 正 在 田 间 。 该 隐 起 来 打 他 兄 弟 亚 伯 ， 把 他 杀 了 。
OT,89,1,创世记,4,9,耶 和 华 对 该 隐 说 ： 你 兄 弟 亚 伯 在 那 里 ？ 他 说 ： 我 不 知 道 ！ 我 岂 是 看 守 我 兄 弟 的 麽 ？
OT,90,1,创世记,4,10,耶 和 华 说 ： 你 作 了 甚 麽 事 呢 ？ 你 兄 弟 的 血 有 声 音 从 地 里 向 我 哀 告 。
OT,91,1,创世记,4,11,地 开 了 口 ， 从 你 手 里 接 受 你 兄 弟 的 血 。 现 在 你 必 从 这 地 受 咒 诅 。
OT,92,1,创世记,4,12,你 种 地 ， 地 不 再 给 你 效 力 ； 你 必 流 离 飘 荡 在 地 上 。
OT,93,1,创世记,4,13,该 隐 对 耶 和 华 说 ： 我 的 刑 罚 太 重 ， 过 於 我 所 能 当 的 。
OT,94,1,创世记,4,14,你 如 今 赶 逐 我 离 开 这 地 ， 以 致 不 见 你 面 ； 我 必 流 离 飘 荡 在 地 上 ， 凡 遇 见 我 的 必 杀 我 。
OT,95,1,创世记,4,15,耶 和 华 对 他 说 ： 凡 杀 该 隐 的 ， 必 遭 报 七 倍 。 耶 和 华 就 给 该 隐 立 一 个 记 号 ， 免 得 人 遇 见 他 就 杀 他 。
OT,96,1,创世记,4,16,於 是 该 隐 离 开 耶 和 华 的 面 ， 去 住 在 伊 甸 东 边 挪 得 之 地 。
OT,97,1,创世记,4,17,该 隐 与 妻 子 同 房 ， 他 妻 子 就 怀 孕 ， 生 了 以 诺 。 该 隐 建 造 了 一 座 城 ， 就 按 着 他 儿 子 的 名 将 那 城 叫 作 以 诺 。
OT,98,1,创世记,4,18,以 诺 生 以 拿 ； 以 拿 生 米 户 雅 利 ； 米 户 雅 利 生 玛 土 撒 利 ； 玛 土 撒 利 生 拉 麦 。
OT,99,1,创世记,4,19,拉 麦 娶 了 两 个 妻 ： 一 个 名 叫 亚 大 ， 一 个 名 叫 洗 拉 。
OT,100,1,创世记,4,20,亚 大 生 雅 八 ； 雅 八 就 是 住 帐 棚 、 牧 养 牲 畜 之 人 的 祖 师 。
OT,101,1,创世记,4,21,雅 八 的 兄 弟 名 叫 犹 八 ； 他 是 一 切 弹 琴 吹 箫 之 人 的 祖 师 。
OT,102,1,创世记,4,22,洗 拉 又 生 了 土 八 该 隐 ； 他 是 打 造 各 样 铜 铁 利 器 的 ( 或 作 ： 是 铜 匠 铁 匠 的 祖 师 ) 。 土 八 该 隐 的 妹 子 是 拿 玛 。
OT,103,1,创世记,4,23,拉 麦 对 他 两 个 妻 子 说 ： 亚 大 、 洗 拉 ， 听 我 的 声 音 ； 拉 麦 的 妻 子 ， 细 听 我 的 话 语 ： 壮 年 人 伤 我 ， 我 把 他 杀 了 ； 少 年 人 损 我 ， 我 把 他 害 了 ( 或 作 我 杀 壮 士 却 伤 自 己 ， 我 害 幼 童 却 损 本 身 。 )
OT,104,1,创世记,4,24,若 杀 该 隐 ， 遭 报 七 倍 ， 杀 拉 麦 ， 必 遭 报 七 十 七 倍 。
OT,105,1,创世记,4,25,亚 当 又 与 妻 子 同 房 ， 他 就 生 了 一 个 儿 子 ， 起 名 叫 塞 特 ， 意 思 说 ： 　 神 另 给 我 立 了 一 个 儿 子 代 替 亚 伯 ， 因 为 该 隐 杀 了 他 。
OT,106,1,创世记,4,26,塞 特 也 生 了 一 个 儿 子 ， 起 名 叫 以 挪 士 。 那 时 候 ， 人 才 求 告 耶 和 华 的 名 。
OT,107,1,创世记,5,1,亚 当 的 後 代 记 在 下 面 。 〈 当 　 神 造 人 的 日 子 ， 是 照 着 自 己 的 样 式 造 的 ，
OT,108,1,创世记,5,2,并 且 造 男 造 女 。 在 他 们 被 造 的 日 子 ， 神 赐 福 给 他 们 ， 称 他 们 为 人 。 〉
OT,109,1,创世记,5,3,亚 当 活 到 一 百 三 十 岁 ， 生 了 一 个 儿 子 ， 形 像 样 式 和 自 己 相 似 ， 就 给 他 起 名 叫 塞 特 。
OT,110,1,创世记,5,4,亚 当 生 塞 特 之 後 ， 又 在 世 八 百 年 ， 并 且 生 儿 养 女 。
OT,111,1,创世记,5,5,亚 当 共 活 了 九 百 三 十 岁 就 死 了 。
OT,112,1,创世记,5,6,塞 特 活 到 一 百 零 五 岁 ， 生 了 以 挪 士 。
OT,113,1,创世记,5,7,塞 特 生 以 挪 士 之 後 ， 又 活 了 八 百 零 七 年 ， 并 且 生 儿 养 女 。
OT,114,1,创世记,5,8,塞 特 共 活 了 九 百 一 十 二 岁 就 死 了 。
OT,115,1,创世记,5,9,以 挪 士 活 到 九 十 岁 ， 生 了 该 南 。
OT,116,1,创世记,5,10,以 挪 士 生 该 南 之 後 ， 又 活 了 八 百 一 十 五 年 ， 并 且 生 儿 养 女 。
OT,117,1,创世记,5,11,以 挪 士 共 活 了 九 百 零 五 岁 就 死 了 。
OT,118,1,创世记,5,12,该 南 活 到 七 十 岁 ， 生 了 玛 勒 列 。
OT,119,1,创世记,5,13,该 南 生 玛 勒 列 之 後 ， 又 活 了 八 百 四 十 年 ， 并 且 生 儿 养 女 。
OT,120,1,创世记,5,14,该 南 共 活 了 九 百 一 十 岁 就 死 了 。
OT,121,1,创世记,5,15,玛 勒 列 活 到 六 十 五 岁 ， 生 了 雅 列 。
OT,122,1,创世记,5,16,玛 勒 列 生 雅 列 之 後 ， 又 活 了 八 百 三 十 年 ， 并 且 生 儿 养 女 。
OT,123,1,创世记,5,17,玛 勒 列 共 活 了 八 百 九 十 五 岁 就 死 了 。
OT,124,1,创世记,5,18,雅 列 活 到 一 百 六 十 二 岁 ， 生 了 以 诺 。
OT,125,1,创世记,5,19,雅 列 生 以 诺 之 後 ， 又 活 了 八 百 年 ， 并 且 生 儿 养 女 。
OT,126,1,创世记,5,20,雅 列 共 活 了 九 百 六 十 二 岁 就 死 了 . 。
OT,127,1,创世记,5,21,以 诺 活 到 六 十 五 岁 ， 生 了 玛 土 撒 拉 。
OT,128,1,创世记,5,22,以 诺 生 玛 土 撒 拉 之 後 ， 与 　 神 同 行 三 百 年 ， 并 且 生 儿 养 女 。
OT,129,1,创世记,5,23,以 诺 共 活 了 三 百 六 十 五 岁 。
OT,130,1,创世记,5,24,以 诺 与 　 神 同 行 ， 　 神 将 他 取 去 ， 他 就 不 在 世 了 。
OT,131,1,创世记,5,25,玛 土 撒 拉 活 到 一 百 八 十 七 岁 ， 生 了 拉 麦 。
OT,132,1,创世记,5,26,玛 土 撒 拉 生 拉 麦 之 後 ， 又 活 了 七 百 八 十 二 年 ， 并 且 生 儿 养 女 。
OT,133,1,创世记,5,27,玛 土 撒 拉 共 活 了 九 百 六 十 九 岁 就 死 了 。
OT,134,1,创世记,5,28,拉 麦 活 到 一 百 八 十 二 岁 ， 生 了 一 个 儿 子 ，
OT,135,1,创世记,5,29,给 他 起 名 叫 挪 亚 ， 说 ： 这 个 儿 子 必 为 我 们 的 操 作 和 手 中 的 劳 苦 安 慰 我 们 ； 这 操 作 劳 苦 是 因 为 耶 和 华 咒 诅 地 。
OT,136,1,创世记,5,30,拉 麦 生 挪 亚 之 後 ， 又 活 了 五 百 九 十 五 年 ， 并 且 生 儿 养 女 。
OT,137,1,创世记,5,31,拉 麦 共 活 了 七 百 七 十 七 岁 就 死 了 。
OT,138,1,创世记,5,32,挪 亚 五 百 岁 生 了 闪 、 含 、 雅 弗 。
OT,139,1,创世记,6,1,当 人 在 世 上 多 起 来 又 生 女 儿 的 时 候 ，
OT,140,1,创世记,6,2,神 的 儿 子 们 看 见 人 的 女 子 美 貌 ， 就 随 意 挑 选 ， 娶 来 为 妻 。
OT,141,1,创世记,6,3,耶 和 华 说 ： 人 既 属 乎 血 气 ， 我 的 灵 就 不 永 远 住 在 他 里 面 ； 然 而 他 的 日 子 还 可 到 一 百 二 十 年 。
OT,142,1,创世记,6,4,那 时 候 有 伟 人 在 地 上 ， 後 来 神 的 儿 子 们 和 人 的 女 子 们 交 合 生 子 ； 那 就 是 上 古 英 武 有 名 的 人 。
OT,143,1,创世记,6,5,耶 和 华 见 人 在 地 上 罪 恶 很 大 ， 终 日 所 思 想 的 尽 都 是 恶 ，
OT,144,1,创世记,6,6,耶 和 华 就 後 悔 造 人 在 地 上 ， 心 中 忧 伤 。
OT,145,1,创世记,6,7,耶 和 华 说 ： 我 要 将 所 造 的 人 和 走 兽 ， 并 昆 虫 ， 以 及 空 中 的 飞 鸟 ， 都 从 地 上 除 灭 ， 因 为 我 造 他 们 後 悔 了 。
OT,146,1,创世记,6,8,惟 有 挪 亚 在 耶 和 华 眼 前 蒙 恩 。
OT,147,1,创世记,6,9,挪 亚 的 後 代 记 在 下 面 。 挪 亚 是 个 义 人 ， 在 当 时 的 世 代 是 个 完 全 人 。 挪 亚 与 　 神 同 行 。
OT,148,1,创世记,6,10,挪 亚 生 了 三 个 儿 子 ， 就 是 闪 、 含 、 雅 弗 。
OT,149,1,创世记,6,11,世 界 在 　 神 面 前 败 坏 ， 地 上 满 了 强 暴 . 。
OT,150,1,创世记,6,12,　 神 观 看 世 界 ， 见 是 败 坏 了 ； 凡 有 血 气 的 人 在 地 上 . 都 败 坏 了 行 为 。
OT,151,1,创世记,6,13,　 神 就 对 挪 亚 说 ： 凡 有 血 气 的 人 ， 他 的 尽 头 已 经 来 到 我 面 前 ； 因 为 地 上 满 了 他 们 的 强 暴 ， 我 要 把 他 们 和 地 一 并 毁 灭 。
OT,152,1,创世记,6,14,你 要 用 歌 斐 木 造 一 只 方 舟 ， 分 一 间 一 间 地 造 ， 里 外 抹 上 松 香 。
OT,153,1,创世记,6,15,方 舟 的 造 法 乃 是 这 样 ： 要 长 三 百 肘 ， 宽 五 十 肘 ， 高 三 十 肘 。
OT,154,1,创世记,6,16,方 舟 上 边 要 留 透 光 处 ， 高 一 肘 。 方 舟 的 门 要 开 在 旁 边 。 方 舟 要 分 上 、 中 、 下 三 层 。
OT,155,1,创世记,6,17,看 哪 ， 我 要 使 洪 水 泛 滥 在 地 上 ， 毁 灭 天 下 ； 凡 地 上 有 血 肉 、 有 气 息 的 活 物 ， 无 一 不 死 。
OT,156,1,创世记,6,18,我 却 要 与 你 立 约 ； 你 同 你 的 妻 ， 与 儿 子 儿 妇 ， 都 要 进 入 方 舟 。
OT,157,1,创世记,6,19,凡 有 血 肉 的 活 物 ， 每 样 两 个 ， 一 公 一 母 ， 你 要 带 进 方 舟 ， 好 在 你 那 里 保 全 生 命 。
OT,158,1,创世记,6,20,飞 鸟 各 从 其 类 ， 牲 畜 各 从 其 类 ， 地 上 的 昆 虫 各 从 其 类 ， 每 样 两 个 ， 要 到 你 那 里 ， 好 保 全 生 命 。
OT,159,1,创世记,6,21,你 要 拿 各 样 食 物 积 蓄 起 来 ， 好 作 你 和 他 们 的 食 物 。
OT,160,1,创世记,6,22,挪 亚 就 这 样 行 。 凡 　 神 所 吩 咐 的 ， 他 都 照 样 行 了 。
OT,161,1,创世记,7,1,耶 和 华 对 挪 亚 说 ： 你 和 你 的 全 家 都 要 进 入 方 舟 ； 因 为 在 这 世 代 中 ， 我 见 你 在 我 面 前 是 义 人 。
OT,162,1,创世记,7,2,凡 洁 净 的 畜 类 ， 你 要 带 七 公 七 母 ； 不 洁 净 的 畜 类 ， 你 要 带 一 公 一 母 ；
OT,163,1,创世记,7,3,空 中 的 飞 鸟 也 要 带 七 公 七 母 ， 可 以 留 种 ， 活 在 全 地 上 ；
OT,164,1,创世记,7,4,因 为 再 过 七 天 ， 我 要 降 雨 在 地 上 四 十 昼 夜 ， 把 我 所 造 的 各 种 活 物 都 从 地 上 除 灭 。
OT,165,1,创世记,7,5,挪 亚 就 遵 着 耶 和 华 所 吩 咐 的 行 了 。
OT,166,1,创世记,7,6,当 洪 水 泛 滥 在 地 上 的 时 候 ， 挪 亚 整 六 百 岁 。
OT,167,1,创世记,7,7,挪 亚 就 同 他 的 妻 和 儿 子 儿 妇 都 进 入 方 舟 ， 躲 避 洪 水 。
OT,168,1,创世记,7,8,洁 净 的 畜 类 和 不 洁 净 的 畜 类 ， 飞 鸟 并 地 上 一 切 的 昆 虫 ，
OT,169,1,创世记,7,9,都 是 一 对 一 对 的 ， 有 公 有 母 ， 到 挪 亚 那 里 进 入 方 舟 ， 正 如 　 神 所 吩 咐 挪 亚 的 。
OT,170,1,创世记,7,10,过 了 那 七 天 ， 洪 水 泛 滥 在 地 上 。
OT,171,1,创世记,7,11,当 挪 亚 六 百 岁 ， 二 月 十 七 日 那 一 天 ， 大 渊 的 泉 源 都 裂 开 了 ， 天 上 的 窗 户 也 敞 开 了
OT,172,1,创世记,7,12,四 十 昼 夜 降 大 雨 在 地 上 。
