testament,verse id,book number,book,chapter,verse,text
OT,75,1,Genesis,3,19,"By the sweat of your face you shall eat bread, till you return to the ground, for out of it you were taken; for you are dust, and to dust you shall return."""
OT,76,1,Genesis,3,20,"The man called his wife's name Eve, because she was the mother of all living."
OT,77,1,Genesis,3,21,And the LORD God made for Adam and for his wife garments of skins and clothed them.
OT,78,1,Genesis,3,22,"Then the LORD God said, ""Behold, the man has become like one of us in knowing good and evil. Now, lest he reach out his hand and take also of the tree of life and eat, and live forever--"""
OT,79,1,Genesis,3,23,therefore the LORD God sent him out from the garden of Eden to work the ground from which he was taken.
OT,80,1,Genesis,3,24,"He drove out the man, and at the east of the garden of Eden he placed the cherubim and a flaming sword that turned every way to guard the way to the tree of life."
OT,81,1,Genesis,4,1,"Now Adam knew Eve his wife, and she conceived and bore Cain, saying, ""I have gotten a man with the help of the LORD."""
OT,82,1,Genesis,4,2,"And again, she bore his brother Abel. Now Abel was a keeper of sheep, and Cain a worker of the ground."
OT,83,1,Genesis,4,3,"In the course of time Cain brought to the LORD an offering of the fruit of the ground,"
OT,84,1,Genesis,4,4,"and Abel also brought of the firstborn of his flock and of their fat portions. And the LORD had regard for Abel and his offering,"
OT,85,1,Genesis,4,5,"but for Cain and his offering he had no regard. So Cain was very angry, and his face fell."
OT,86,1,Genesis,4,6,"The LORD said to Cain, ""Why are you angry, and why has your face fallen?"
OT,87,1,Genesis,4,7,"If you do well, will you not be accepted? And if you do not do well, sin is crouching at the door. Its desire is for you, but you must rule over it."""
OT,88,1,Genesis,4,8,"Cain spoke to Abel his brother. And when they were in the field, Cain rose up against his brother Abel and killed him."
OT,89,1,Genesis,4,9,"Then the LORD said to Cain, ""Where is Abel your brother?"" He said, ""I do not know; am I my brother's keeper?"""
OT,90,1,Genesis,4,10,"And the LORD said, ""What have you done? The voice of your brother's blood is crying to me from the ground."
OT,91,1,Genesis,4,11,"And now you are cursed from the ground, which has opened its mouth to receive your brother's blood from your hand."
OT,92,1,Genesis,4,12,"When you work the ground, it shall no longer yield to you its strength. You shall be a fugitive and a wanderer on the earth."""
OT,93,1,Genesis,4,13,"Cain said to the LORD, ""My punishment is greater than I can bear."
OT,94,1,Genesis,4,14,"Behold, you have driven me today away from the ground, and from your face I shall be hidden. I shall be a fugitive and a wanderer on the earth, and whoever finds me will kill me."""
OT,95,1,Genesis,4,15,"Then the LORD said to him, ""Not so! If anyone kills Cain, vengeance shall be taken on him sevenfold."" And the LORD put a mark on Cain, lest any who found him should attack him."
OT,96,1,Genesis,4,16,"Then Cain went away from the presence of the LORD and settled in the land of Nod, east of Eden."
OT,97,1,Genesis,4,17,"Cain knew his wife, and she conceived and bore Enoch. When he built a city, he called the name of the city after the name of his son, Enoch."
OT,98,1,Genesis,4,18,"To Enoch was born Irad, and Irad fathered Mehujael, and Mehujael fathered Methushael, and Methushael fathered Lamech."
OT,99,1,Genesis,4,19,"And Lamech took two wives. The name of the one was Adah, and the name of the other Zillah."
OT,100,1,Genesis,4,20,Adah bore Jabal; he was the father of those who dwell in tents and have livestock.
OT,101,1,Genesis,4,21,His brother's name was Jubal; he was the father of all those who play the lyre and pipe.
OT,102,1,Genesis,4,22,Zillah also bore Tubal-cain; he was the forger of all instruments of bronze and iron. The sister of Tubal-cain was Naamah.
OT,103,1,Genesis,4,23,"Lamech said to his wives: ""Adah and Zillah, hear my voice; you wives of Lamech, listen to what I say: I have killed a man for wounding me, a young man for striking me."
OT,104,1,Genesis,4,24,"If Cain's revenge is sevenfold, then Lamech's is seventy-sevenfold."""
OT,105,1,Genesis,4,25,"And Adam knew his wife again, and she bore a son and called his name Seth, for she said, ""God has appointed for me another offspring instead of Abel, for Cain killed him."""
OT,106,1,Genesis,4,26,"To Seth also a son was born, and he called his name Enosh. At that time people began to call upon the name of the LORD."
OT,107,1,Genesis,5,1,"This is the book of the generations of Adam. When God created man, he made him in the likeness of God."
OT,108,1,Genesis,5,2,"Male and female he created them, and he blessed them and named them Man when they were created."
OT,109,1,Genesis,5,3,"When Adam had lived 130 years, he fathered a son in his own likeness, after his image, and named him Seth."
OT,110,1,Genesis,5,4,The days of Adam after he fathered Seth were 800 years; and he had other sons and daughters.
OT,111,1,Genesis,5,5,"Thus all the days that Adam lived were 930 years, and he died."
OT,112,1,Genesis,5,6,"When Seth had lived 105 years, he fathered Enosh."
OT,113,1,Genesis,5,7,Seth lived after he fathered Enosh 807 years and had other sons and daughters.
OT,114,1,Genesis,5,8,"Thus all the days of Seth were 912 years, and he died."
OT,115,1,Genesis,5,9,"When Enosh had lived 90 years, he fathered Kenan."
OT,116,1,Genesis,5,10,Enosh lived after he fathered Kenan 815 years and had other sons and daughters.
OT,117,1,Genesis,5,11,"Thus all the days of Enosh were 905 years, and he died."
OT,118,1,Genesis,5,12,"When Kenan had lived 70 years, he fathered Mahalalel."
OT,119,1,Genesis,5,13,Kenan lived after he fathered Mahalalel 840 years and had other sons and daughters.
OT,120,1,Genesis,5,14,"Thus all the days of Kenan were 910 years, and he died."
OT,121,1,Genesis,5,15,"When Mahalalel had lived 65 years, he fathered Jared."
OT,122,1,Genesis,5,16,Mahalalel lived after he fathered Jared 830 years and had other sons and daughters.
OT,123,1,Genesis,5,17,"Thus all the days of Mahalalel were 895 years, and he died."
OT,124,1,Genesis,5,18,When Jared had lived 162 years he fathered Enoch.
OT,125,1,Genesis,5,19,Jared lived after he fathered Enoch 800 years and had other sons and daughters.
OT,126,1,Genesis,5,20,"Thus all the days of Jared were 962 years, and he died."
OT,127,1,Genesis,5,21,"When Enoch had lived 65 years, he fathered Methuselah."
OT,128,1,Genesis,5,22,Enoch walked with God after he fathered Methuselah 300 years and had other sons and daughters.
OT,129,1,Genesis,5,23,Thus all the days of Enoch were 365 years.
OT,130,1,Genesis,5,24,"Enoch walked with God, and he was not, for God took him."
OT,131,1,Genesis,5,25,"When Methuselah had lived 187 years, he fathered Lamech."
OT,132,1,Genesis,5,26,Methuselah lived after he fathered Lamech 782 years and had other sons and daughters.
OT,133,1,Genesis,5,27,"Thus all the days of Methuselah were 969 years, and he died."
OT,134,1,Genesis,5,28,"When Lamech had lived 182 years, he fathered a son"
OT,135,1,Genesis,5,29,"and called his name Noah, saying, ""Out of the ground that the LORD has cursed this one shall bring us relief from our work and from the painful toil of our hands."""
OT,136,1,Genesis,5,30,Lamech lived after he fathered Noah 595 years and had other sons and daughters.
OT,137,1,Genesis,5,31,"Thus all the days of Lamech were 777 years, and he died."
OT,138,1,Genesis,5,32,"After Noah was 500 years old, Noah fathered Shem, Ham, and Japheth."
OT,139,1,Genesis,6,1,"When man began to multiply on the face of the land and daughters were born to them,"
OT,140,1,Genesis,6,2,the sons of God saw that the daughters of man were attractive. And they took as their wives any they chose.
OT,141,1,Genesis,6,3,"Then the LORD said, ""My Spirit shall not abide in man forever, for he is flesh: his days shall be 120 years."""
OT,142,1,Genesis,6,4,"The Nephilim were on the earth in those days, and also afterward, when the sons of God came in to the daughters of man and they bore children to them. These were the mighty men who were of old, the men of renown."
OT,143,1,Genesis,6,5,"The LORD saw that the wickedness of man was great in the earth, and that every intention of the thoughts of his heart was only evil continually."
OT,144,1,Genesis,6,6,"And the LORD was sorry that he had made man on the earth, and it grieved him to his heart."
OT,145,1,Genesis,6,7,"So the LORD said, ""I will blot out man whom I have created from the face of the land, man and animals and creeping things and birds of the heavens, for I am sorry that I have made them."""
OT,146,1,Genesis,6,8,But Noah found favor in the eyes of the LORD.
OT,147,1,Genesis,6,9,"These are the generations of Noah. Noah was a righteous man, blameless in his generation. Noah walked with God."
OT,148,1,Genesis,6,10,"And Noah had three sons, Shem, Ham, and Japheth."
OT,149,1,Genesis,6,11,"Now the earth was corrupt in God's sight, and the earth was filled with violence."
OT,150,1,Genesis,6,12,"And God saw the earth, and behold, it was corrupt, for all flesh had corrupted their way on the earth."
OT,151,1,Genesis,6,13,"And God said to Noah, ""I have determined to make an end of all flesh, for the earth is filled with violence through them. Behold, I will destroy them with the earth."
OT,152,1,Genesis,6,14,"Make yourself an ark of gopher wood. Make rooms in the ark, and cover it inside and out with pitch."
OT,153,1,Genesis,6,15,"This is how you are to make it: the length of the ark 300 cubits, its breadth 50 cubits, and its height 30 cubits."
OT,154,1,Genesis,6,16,"Make a roof for the ark, and finish it to a cubit above, and set the door of the ark in its side. Make it with lower, second, and third decks."
OT,155,1,Genesis,6,17,"For behold, I will bring a flood of waters upon the earth to destroy all flesh in which is the breath of life under heaven. Everything that is on the earth shall die."
OT,156,1,Genesis,6,18,"But I will establish my covenant with you, and you shall come into the ark, you, your sons, your wife, and your sons' wives with you."
OT,157,1,Genesis,6,19,"And of every living thing of all flesh, you shall bring two of every sort into the ark to keep them alive with you. They shall be male and female."
OT,158,1,Genesis,6,20,"Of the birds according to their kinds, and of the animals according to their kinds, of every creeping thing of the ground, according to its kind, two of every sort shall come in to you to keep them alive."
OT,159,1,Genesis,6,21,"Also take with you every sort of food that is eaten, and store it up. It shall serve as food for you and for them."""
OT,160,1,Genesis,6,22,Noah did this; he did all that God commanded him.
OT,161,1,Genesis,7,1,"Then the LORD said to Noah, ""Go into the ark, you and all your household, for I have seen that you are righteous before me in this generation."
OT,162,1,Genesis,7,2,"Take with you seven pairs of all clean animals, the male and his mate, and a pair of the animals that are not clean, the male and his mate,"
OT,163,1,Genesis,7,3,"and seven pairs of the birds of the heavens also, male and female, to keep their offspring alive on the face of all the earth."
OT,164,1,Genesis,7,4,"For in seven days I will send rain on the earth forty days and forty nights, and every living thing that I have made I will blot out from the face of the ground."""
OT,165,1,Genesis,7,5,And Noah did all that the LORD had commanded him.
OT,166,1,Genesis,7,6,Noah was six hundred years old when the flood of waters came upon the earth.
OT,167,1,Genesis,7,7,And Noah and his sons and his wife and his sons' wives with him went into the ark to escape the waters of the flood.
OT,168,1,Genesis,7,8,"Of clean animals, and of animals that are not clean, and of birds, and of everything that creeps on the ground,"
OT,169,1,Genesis,7,9,"two and two, male and female, went into the ark with Noah, as God had commanded Noah."
OT,170,1,Genesis,7,10,And after seven days the waters of the flood came upon the earth.
OT,171,1,Genesis,7,11,"In the six hundredth year of Noah's life, in the second month, on the seventeenth day of the month, on that day all the fountains of the great deep burst forth, and the windows of the heavens were opened."
OT,172,1,Genesis,7,12,And rain fell upon the earth forty days and forty nights.
OT,173,1,Genesis,7,13,"On the very same day Noah and his sons, Shem and Ham and Japheth, and Noah's wife and the three wives of his sons with them entered the ark,"
OT,174,1,Genesis,7,14,"they and every beast, according to its kind, and all the livestock according to their kinds, and every creeping thing that creeps on the earth, according to its kind, and every bird, according to its kind, every winged creature."
OT,175,1,Genesis,7,15,"They went into the ark with Noah, two and two of all flesh in which there was the breath of life."
OT,176,1,Genesis,7,16,"And those that entered, male and female of all flesh, went in as God had commanded him. And the LORD shut him in."
OT,177,1,Genesis,7,17,"The flood continued forty days on the earth. The waters increased and bore up the ark, and it rose high above the earth."
OT,178,1,Genesis,7,18,"The waters prevailed and increased greatly on the earth, and the ark floated on the face of the waters."
OT,179,1,Genesis,7,19,And the waters prevailed so mightily on the earth that all the high mountains under the whole heaven were covered.
OT,180,1,Genesis,7,20,"The waters prevailed above the mountains, covering them fifteen cubits deep."
OT,181,1,Genesis,7,21,"And all flesh died that moved on the earth, birds, livestock, beasts, all swarming creatures that swarm on the earth, and all mankind."
OT,182,1,Genesis,7,22,Everything on the dry land in whose nostrils was the breath of life died.
OT,183,1,Genesis,7,23,"He blotted out every living thing that was on the face of the ground, man and animals and creeping things and birds of the heavens. They were blotted out from the earth. Only Noah was left, and those who were with him in the ark."
OT,184,1,Genesis,7,24,And the waters prevailed on the earth 150 days.
OT,185,1,Genesis,8,1,"But God remembered Noah and all the beasts and all the livestock that were with him in the ark. And God made a wind blow over the earth, and the waters subsided."
OT,186,1,Genesis,8,2,"The fountains of the deep and the windows of the heavens were closed, the rain from the heavens was restrained,"
OT,187,1,Genesis,8,3,"and the waters receded from the earth continually. At the end of 150 days the waters had abated,"
OT,188,1,Genesis,8,4,"and in the seventh month, on the seventeenth day of the month, the ark came to rest on the mountains of Ararat."
OT,189,1,Genesis,8,5,"And the waters continued to abate until the tenth month; in the tenth month, on the first day of the month, the tops of the mountains were seen."
OT,190,1,Genesis,8,6,At the end of forty days Noah opened the window of the ark that he had made
OT,191,1,Genesis,8,7,and sent forth a raven. It went to and fro until the waters were dried up from the earth.
OT,192,1,Genesis,8,8,"Then he sent forth a dove from him, to see if the waters had subsided from the face of the ground."
OT,193,1,Genesis,8,9,"But the dove found no place to set her foot, and she returned to him to the ark, for the waters were still on the face of the whole earth. So he put out his hand and took her and brought her into the ark with him."
OT,194,1,Genesis,8,10,"He waited another seven days, and again he sent forth the dove out of the ark."
OT,195,1,Genesis,8,11,"And the dove came back to him in the evening, and behold, in her mouth was a freshly plucked olive leaf. So Noah knew that the waters had subsided from the earth."
OT,196,1,Genesis,8,12,"Then he waited another seven days and sent forth the dove, and she did not return to him anymore."
OT,197,1,Genesis,8,13,"In the six hundred and first year, in the first month, the first day of the month, the waters were dried from off the earth. And Noah removed the covering of the ark and looked, and behold, the face of the ground was dry."
OT,198,1,Genesis,8,14,"In the second month, on the twenty-seventh day of the month, the earth had dried out."
OT,199,1,Genesis,8,15,"Then God said to Noah,"
OT,200,1,Genesis,8,16,"""Go out from the ark, you and your wife, and your sons and your sons' wives with you."
OT,201,1,Genesis,8,17,"Bring out with you every living thing that is with you of all flesh--birds and animals and every creeping thing that creeps on the earth--that they may swarm on the earth, and be fruitful and multiply on the earth."""
OT,202,1,Genesis,8,18,"So Noah went out, and his sons and his wife and his sons' wives with him."
OT,203,1,Genesis,8,19,"Every beast, every creeping thing, and every bird, everything that moves on the earth, went out by families from the ark."
OT,204,1,Genesis,8,20,Then Noah built an altar to the LORD and took some of every clean animal and some of every clean bird and offered burnt offerings on the altar.
OT,205,1,Genesis,8,21,"And when the LORD smelled the pleasing aroma, the LORD said in his heart, ""I will never again curse the ground because of man, for the intention of man's heart is evil from his youth. Neither will I ever again strike down every living creature as I have done."
OT,206,1,Genesis,8,22,"While the earth remains, seedtime and harvest, cold and heat, summer and winter, day and night, shall not cease."""
OT,207,1,Genesis,9,1,"And God blessed Noah and his sons and said to them, ""Be fruitful and multiply and fill the earth."
OT,208,1,Genesis,9,2,"The fear of you and the dread of you shall be upon every beast of the earth and upon every bird of the heavens, upon everything that creeps on the ground and all the fish of the sea. Into your hand they are delivered."
OT,209,1,Genesis,9,3,"Every moving thing that lives shall be food for you. And as I gave you the green plants, I give you everything."
OT,210,1,Genesis,9,4,"But you shall not eat flesh with its life, that is, its blood."
OT,211,1,Genesis,9,5,And for your lifeblood I will require a reckoning: from every beast I will require it and from man. From his fellow man I will require a reckoning for the life of man.
OT,212,1,Genesis,9,6,"""Whoever sheds the blood of man, by man shall his blood be shed, for God made man in his own image."
OT,213,1,Genesis,9,7,"And you, be fruitful and multiply, teem on the earth and multiply in it."""
OT,214,1,Genesis,9,8,"Then God said to Noah and to his sons with him,"
OT,215,1,Genesis,9,9,"""Behold, I establish my covenant with you and your offspring after you,"
OT,216,1,Genesis,9,10,"and with every living creature that is with you, the birds, the livestock, and every beast of the earth with you, as many as came out of the ark; it is for every beast of the earth."
OT,217,1,Genesis,9,11,"I establish my covenant with you, that never again shall all flesh be cut off by the waters of the flood, and never again shall there be a flood to destroy the earth."""
OT,218,1,Genesis,9,12,"And God said, ""This is the sign of the covenant that I make between me and you and every living creature that is with you, for all future generations:"
OT,219,1,Genesis,9,13,"I have set my bow in the cloud, and it shall be a sign of the covenant between me and the earth."
OT,220,1,Genesis,9,14,"When I bring clouds over the earth and the bow is seen in the clouds,"
OT,221,1,Genesis,9,15,I will remember my covenant that is between me and you and every living creature of all flesh. And the waters shall never again become a flood to destroy all flesh.
OT,222,1,Genesis,9,16,"When the bow is in the clouds, I will see it and remember the everlasting covenant between God and every living creature of all flesh that is on the earth."""
OT,223,1,Genesis,9,17,"God said to Noah, ""This is the sign of the covenant that I have established between me and all flesh that is on the earth."""
OT,224,1,Genesis,9,18,"The sons of Noah who went forth from the ark were Shem, Ham, and Japheth. (Ham was the father of Canaan.)"
OT,225,1,Genesis,9,19,"These three were the sons of Noah, and from these the people of the whole earth were dispersed."
OT,226,1,Genesis,9,20,"Noah began to be a man of the soil, and he planted a vineyard."
OT,227,1,Genesis,9,21,He drank of the wine and became drunk and lay uncovered in his tent.
OT,228,1,Genesis,9,22,"And Ham, the father of Canaan, saw the nakedness of his father and told his two brothers outside."
OT,229,1,Genesis,9,23,"Then Shem and Japheth took a garment, laid it on both their shoulders, and walked backward and covered the nakedness of their father. Their faces were turned backward, and they did not see their father's nakedness."
OT,230,1,Genesis,9,24,"When Noah awoke from his wine and knew what his youngest son had done to him,"
OT,231,1,Genesis,9,25,"he said, ""Cursed be Canaan; a servant of servants shall he be to his brothers."""
OT,232,1,Genesis,9,26,"He also said, ""Blessed be the LORD, the God of Shem; and let Canaan be his servant."
OT,233,1,Genesis,9,27,"May God enlarge Japheth, and let him dwell in the tents of Shem, and let Canaan be his servant."""
OT,234,1,Genesis,9,28,After the flood Noah lived 350 years.
OT,235,1,Genesis,9,29,"All the days of Noah were 950 years, and he died."
OT,236,1,Genesis,10,1,"These are the generations of the sons of Noah, Shem, Ham, and Japheth. Sons were born to them after the flood."
OT,237,1,Genesis,10,2,"The sons of Japheth: Gomer, Magog, Madai, Javan, Tubal, Meshech, and Tiras."
OT,238,1,Genesis,10,3,"The sons of Gomer: Ashkenaz, Riphath, and Togarmah."
OT,239,1,Genesis,10,4,"The sons of Javan: Elishah, Tarshish, Kittim, and Dodanim."
OT,240,1,Genesis,10,5,"From these the coastland peoples spread in their lands, each with his own language, by their clans, in their nations."
OT,241,1,Genesis,10,6,"The sons of Ham: Cush, Egypt, Put, and Canaan."
OT,242,1,Genesis,10,7,"The sons of Cush: Seba, Havilah, Sabtah, Raamah, and Sabteca. The sons of Raamah: Sheba and Dedan."
OT,243,1,Genesis,10,8,Cush fathered Nimrod; he was the first on earth to be a mighty man.
OT,244,1,Genesis,10,9,"He was a mighty hunter before the LORD. Therefore it is said, ""Like Nimrod a mighty hunter before the LORD."""
OT,245,1,Genesis,10,10,"The beginning of his kingdom was Babel, Erech, Accad, and Calneh, in the land of Shinar."
OT,246,1,Genesis,10,11,"From that land he went into Assyria and built Nineveh, Rehoboth-Ir, Calah, and"
OT,247,1,Genesis,10,12,Resen between Nineveh and Calah; that is the great city.
OT,248,1,Genesis,10,13,"Egypt fathered Ludim, Anamim, Lehabim, Naphtuhim,"
OT,249,1,Genesis,10,14,"Pathrusim, Casluhim (from whom the Philistines came), and Caphtorim."
OT,250,1,Genesis,10,15,"Canaan fathered Sidon his firstborn and Heth,"
OT,251,1,Genesis,10,16,"and the Jebusites, the Amorites, the Girgashites,"
OT,252,1,Genesis,10,17,"the Hivites, the Arkites, the Sinites,"
OT,253,1,Genesis,10,18,"the Arvadites, the Zemarites, and the Hamathites. Afterward the clans of the Canaanites dispersed."
